,intitule,dateCreation,typeContrat,nombrePostes,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,competences
1685,Chef / Cheffe de projet agile (H/F),2025-09-29 15:13:46.201000+00:00,CDI,1,  ILLKIRCH GRAFFENSTADEN,48.52844,7.71087,67400.0,67218.0,HUBACADEMY,"[{""code"": ""121691"", ""libelle"": ""Analyse des besoins des clients"", ""exigence"": ""E""}, {""code"": ""200037"", ""libelle"": ""Animation d'instances agiles (mêlée, démonstration, rétrospective, …)"", ""exigence"": ""E""}, {""code"": ""477200"", ""libelle"": ""Communication interne"", ""exigence"": ""E""}, {""code"": ""477447"", ""libelle"": ""Evaluation de projet"", ""exigence"": ""E""}, {""code"": ""477444"", ""libelle"": ""Gestion de la performance"", ""exigence"": ""S""}, {""code"": ""120246"", ""libelle"": ""Gestion de projet"", ""exigence"": ""E""}, {""code"": ""477438"", ""libelle"": ""Gestion de projets informatiques"", ""exigence"": ""S""}, {""code"": ""477325"", ""libelle"": ""Gestion d'équipe"", ""exigence"": ""S""}, {""code"": ""121678"", ""libelle"": ""Gestion des risques projet"", ""exigence"": ""S""}, {""code"": ""477448"", ""libelle"": ""Gestion des stakeholders"", ""exigence"": ""S""}, {""code"": ""476903"", ""libelle"": ""Gestion du temps"", ""exigence"": ""E""}, {""code"": ""491513"", ""libelle"": ""Manager de projets informatiques"", ""exigence"": ""S""}, {""code"": ""113277"", ""libelle"": ""Méthode AGILE"", ""exigence"": ""E""}, {""code"": ""118748"", ""libelle"": ""Méthodologie Scrum"", ""exigence"": ""E""}, {""code"": ""476783"", ""libelle"": ""Optimisation des processus"", ""exigence"": ""S""}, {""code"": ""477445"", ""libelle"": ""Planification de projet"", ""exigence"": ""E""}, {""code"": ""477446"", ""libelle"": ""Rapport d'avancement"", ""exigence"": ""S""}, {""code"": ""115869"", ""libelle"": ""Système KANBAN"", ""exigence"": ""S""}, {""code"": ""120879"", ""libelle"": ""Techniques d'amélioration continue (Kaizen, Lean)"", ""exigence"": ""S""}, {""code"": ""300019"", ""libelle"": ""Accompagner l'appropriation d'un outil par ses utilisateurs"", ""exigence"": ""E""}, {""code"": ""300492"", ""libelle"": ""Actualiser régulièrement ses connaissances"", ""exigence"": ""E""}, {""code"": ""300575"", ""libelle"": ""Allouer et organiser les ressources d'un projet selon les besoins et contraintes"", ""exigence"": ""E""}, {""code"": ""400707"", ""libelle"": ""Animer une démarche agile et innovante"", ""exigence"": ""E""}, {""code"": ""403430"", ""libelle"": ""Assister les équipes lors de la réalisation de tâches complexes ou en cas de problèmes majeurs"", ""exigence"": ""E""}, {""code"": ""482810"", ""libelle"": ""Assurer le suivi des sprints et des livrables"", ""exigence"": ""E""}, {""code"": ""300579"", ""libelle"": ""Communiquer auprès de ses interlocuteurs internes et externes"", ""exigence"": ""E""}, {""code"": ""300586"", ""libelle"": ""Concevoir et développer une solution digitale"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""E""}, {""code"": ""300022"", ""libelle"": ""Enseigner, transmettre des connaissances, développer des compétences"", ""exigence"": ""S""}, {""code"": ""482807"", ""libelle"": ""Faciliter la communication entre les membres de l'équipe"", ""exigence"": ""E""}, {""code"": ""482811"", ""libelle"": ""Gérer les réunions d'équipe efficacement"", ""exigence"": ""E""}, {""code"": ""482813"", ""libelle"": ""Incorporer des retours d'expérience dans les processus"", ""exigence"": ""E""}, {""code"": ""402054"", ""libelle"": ""Maintenir une documentation claire et précise"", ""exigence"": ""E""}, {""code"": ""121028"", ""libelle"": ""Planifier et suivre les échéances de projet"", ""exigence"": ""E""}, {""code"": ""482812"", ""libelle"": ""Promouvoir les bonnes pratiques de développement"", ""exigence"": ""S""}, {""code"": ""300418"", ""libelle"": ""Promouvoir une proposition, un projet"", ""exigence"": ""S""}, {""code"": ""300679"", ""libelle"": ""Tester un logiciel, un système d'informations, une application"", ""exigence"": ""S""}, {""code"": ""300021"", ""libelle"": ""Transmettre une technique, un savoir-faire"", ""exigence"": ""E""}]"
1686,Chef(fe) de projet éolien photovoltaique-hydroelectrique (H/F),2025-09-29 11:12:14.499000+00:00,CDI,1,  MONTPELLIER,43.626378,3.882533,34000.0,34172.0,NOUVERGIES,"[{""code"": ""101640"", ""libelle"": ""Droit de l'urbanisme et de la construction"", ""exigence"": ""S""}, {""code"": ""103046"", ""libelle"": ""Amélioration énergétique des bâtiments"", ""exigence"": ""S""}, {""code"": ""120655"", ""libelle"": ""Energie solaire photovoltaïque"", ""exigence"": ""S""}, {""code"": ""120656"", ""libelle"": ""Energie éolienne"", ""exigence"": ""S""}, {""code"": ""121735"", ""libelle"": ""Construction durable (Ecoconstruction)"", ""exigence"": ""S""}, {""code"": ""125614"", ""libelle"": ""Energies renouvelables"", ""exigence"": ""S""}, {""code"": ""118639"", ""libelle"": ""Analyser les données d'une étude, d'un projet"", ""exigence"": ""S""}, {""code"": ""122764"", ""libelle"": ""Réaliser un avant projet"", ""exigence"": ""S""}, {""code"": ""126212"", ""libelle"": ""Suivre et mettre à jour l'information technique, économique, réglementaire, ..."", ""exigence"": ""S""}, {""code"": ""300197"", ""libelle"": ""Elaborer un schéma directeur technique, définir des besoins en équipement"", ""exigence"": ""S""}, {""code"": ""300257"", ""libelle"": ""Contrôler la qualité et la conformité d'un bâtiment, d'une infrastructure"", ""exigence"": ""S""}, {""code"": ""300300"", ""libelle"": ""Réaliser un diagnostic énergétique"", ""exigence"": ""S""}, {""code"": ""300337"", ""libelle"": ""Définir la stratégie financière d'une structure"", ""exigence"": ""S""}, {""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""libelle"": ""connaissances en cartographie et dessin techniques"", ""exigence"": ""S""}, {""libelle"": ""Parfaite maitrise Pack Office et Internet"", ""exigence"": ""E""}, {""libelle"": ""Pack Adobe, Qgis, AutoCad, Windpro"", ""exigence"": ""S""}]"
1687,Chef(fe) de projet éolien photovoltaique-hydroelectrique (H/F),2025-09-29 10:39:42.300000+00:00,CDI,1,  FRANCE,50.612754,3.047638,59000.0,59350.0,NOUVERGIES,"[{""code"": ""101640"", ""libelle"": ""Droit de l'urbanisme et de la construction"", ""exigence"": ""S""}, {""code"": ""103046"", ""libelle"": ""Amélioration énergétique des bâtiments"", ""exigence"": ""S""}, {""code"": ""120655"", ""libelle"": ""Energie solaire photovoltaïque"", ""exigence"": ""S""}, {""code"": ""120656"", ""libelle"": ""Energie éolienne"", ""exigence"": ""S""}, {""code"": ""121735"", ""libelle"": ""Construction durable (Ecoconstruction)"", ""exigence"": ""S""}, {""code"": ""125614"", ""libelle"": ""Energies renouvelables"", ""exigence"": ""S""}, {""code"": ""118639"", ""libelle"": ""Analyser les données d'une étude, d'un projet"", ""exigence"": ""S""}, {""code"": ""122764"", ""libelle"": ""Réaliser un avant projet"", ""exigence"": ""S""}, {""code"": ""126212"", ""libelle"": ""Suivre et mettre à jour l'information technique, économique, réglementaire, ..."", ""exigence"": ""S""}, {""code"": ""300197"", ""libelle"": ""Elaborer un schéma directeur technique, définir des besoins en équipement"", ""exigence"": ""S""}, {""code"": ""300257"", ""libelle"": ""Contrôler la qualité et la conformité d'un bâtiment, d'une infrastructure"", ""exigence"": ""S""}, {""code"": ""300300"", ""libelle"": ""Réaliser un diagnostic énergétique"", ""exigence"": ""S""}, {""code"": ""300337"", ""libelle"": ""Définir la stratégie financière d'une structure"", ""exigence"": ""S""}, {""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""libelle"": ""connaissances en cartographie et dessin techniques"", ""exigence"": ""S""}, {""libelle"": ""Parfaite maitrise Pack Office et Internet"", ""exigence"": ""E""}, {""libelle"": ""Pack Adobe, Qgis, AutoCad, Windpro"", ""exigence"": ""S""}]"
1688,Assistant Chef de Projet-Ingénierie Bâtiment Secteur Hospitalier (H/F),2025-09-26 18:31:54.892000+00:00,CDI,1,  RUEILMALMAISON,48.862542,2.1963,92500.0,92063.0,,"[{""code"": ""120246"", ""libelle"": ""Gestion de projet"", ""exigence"": ""E""}, {""code"": ""300431"", ""libelle"": ""Mettre à jour un dossier, une base de données"", ""exigence"": ""E""}, {""code"": ""300408"", ""libelle"": ""Rédiger un rapport, un compte rendu d'activité"", ""exigence"": ""E""}, {""code"": ""300426"", ""libelle"": ""Utiliser les outils numériques"", ""exigence"": ""E""}, {""code"": ""484797"", ""libelle"": ""Collaborer avec les équipes pour optimiser les flux de travail"", ""exigence"": ""E""}, {""libelle"": ""Maîtrise de Revit (modélisation, familles, phasage"", ""exigence"": ""E""}, {""libelle"": ""Maîtrise des processus BIM "", ""exigence"": ""E""}, {""libelle"": ""Connaissance outils BIM 360, Autodesk, Navisworks."", ""exigence"": ""E""}, {""libelle"": ""Capacité à lire/interpréter plans techniques"", ""exigence"": ""E""}, {""libelle"": ""Maîtrise normes/contraintes secteur hospitalier"", ""exigence"": ""E""}, {""libelle"": ""Expérience min 1an micro-implantation hospitalière"", ""exigence"": ""E""}]"
1689,Chef.fe de Projet - Intelligence Artificielle et Développement (H/F),2025-09-23 16:37:19.773000+00:00,CDI,1,  PARIS ,48.840813,2.388195,75012.0,75112.0,DAWEIRO,"[{""code"": ""494232"", ""libelle"": ""Evaluation de modèles d'IA"", ""exigence"": ""E""}, {""code"": ""494932"", ""libelle"": ""Gestion de projets IA"", ""exigence"": ""E""}, {""code"": ""491242"", ""libelle"": ""Ingénieur diplômé de l'école nationale supérieure d'informatique pour l'industrie et l'entreprise spécialité informatique"", ""exigence"": ""S""}, {""code"": ""491243"", ""libelle"": ""Ingénieur diplômé de l'école supérieure d'informatique, électronique, automatique"", ""exigence"": ""S""}, {""code"": ""495679"", ""libelle"": ""Intégration de systèmes d'intelligence artificielle"", ""exigence"": ""E""}, {""code"": ""497061"", ""libelle"": ""Programmation en Python pour IA"", ""exigence"": ""E""}, {""code"": ""498956"", ""libelle"": ""Techniques d'optimisation pour IA"", ""exigence"": ""E""}, {""code"": ""508620"", ""libelle"": ""Analyser les besoins des clients pour proposer des solutions d'IA adaptées"", ""exigence"": ""E""}, {""code"": ""508630"", ""libelle"": ""Analyser les tendances du marché pour anticiper les évolutions de l'IA"", ""exigence"": ""E""}, {""code"": ""508629"", ""libelle"": ""Assurer la maintenance et l'actualisation des systèmes d'IA"", ""exigence"": ""E""}, {""code"": ""508621"", ""libelle"": ""Communiquer clairement les concepts d'IA aux parties prenantes non techniques"", ""exigence"": ""E""}, {""code"": ""508634"", ""libelle"": ""Conduire des revues de code pour assurer la qualité des développements d'IA"", ""exigence"": ""E""}, {""code"": ""487086"", ""libelle"": ""Développer des algorithmes pour l'analyse de données"", ""exigence"": ""E""}, {""code"": ""508618"", ""libelle"": ""Développer des modèles prédictifs pour l'analyse de données"", ""exigence"": ""E""}, {""code"": ""508628"", ""libelle"": ""Documenter les processus et les architectures d'IA"", ""exigence"": ""E""}, {""code"": ""508617"", ""libelle"": ""Optimiser les performances des systèmes d'IA"", ""exigence"": ""E""}, {""code"": ""508624"", ""libelle"": ""Tester rigoureusement les modèles d'IA avant déploiement"", ""exigence"": ""E""}]"
1690,Responsable training / Chef.fe de projet expérience client (H/F),2025-09-22 16:16:14.215000+00:00,CDI,1,  LYON ,45.753267,4.826881,69002.0,69382.0,SPIRAL 2,"[{""code"": ""100541"", ""libelle"": ""Techniques de communication orales, écrites et numériques"", ""exigence"": ""S""}, {""code"": ""103848"", ""libelle"": ""Animation de groupes"", ""exigence"": ""S""}, {""code"": ""122138"", ""libelle"": ""Adapter les méthodes de formation aux besoins spécifiques"", ""exigence"": ""S""}, {""code"": ""300022"", ""libelle"": ""Enseigner, transmettre des connaissances, développer des compétences"", ""exigence"": ""S""}, {""code"": ""482189"", ""libelle"": ""Organiser des sessions de formation continue"", ""exigence"": ""S""}]"
1691,Chef de projet (H/F),2025-09-19 17:42:05.950000+00:00,CDI,1,  VERSAILLES,48.801228,2.130076,78000.0,78646.0,DONE,"[{""code"": ""102226"", ""libelle"": ""Normes rédactionnelles"", ""exigence"": ""E""}, {""code"": ""403117"", ""libelle"": ""Techniques d'ingénierie et de conduite de projets"", ""exigence"": ""S""}]"
1692,Assistant(e) chef de projet - ferroviaires (F/H),2025-09-18 10:55:07.954000+00:00,CDI,1,  VAL DE MODER,48.825266,7.607867,67350.0,67372.0,R.M.SYSTEM FRANCE,"[{""code"": ""100541"", ""libelle"": ""Techniques de communication orales, écrites et numériques"", ""exigence"": ""S""}, {""code"": ""109659"", ""libelle"": ""Techniques de numérisation"", ""exigence"": ""S""}, {""code"": ""115839"", ""libelle"": ""Démarche qualité"", ""exigence"": ""S""}, {""code"": ""119672"", ""libelle"": ""Utilisation de logiciels de conception ou dessin assisté par ordinateur (CAO/DAO)"", ""exigence"": ""E""}, {""code"": ""126093"", ""libelle"": ""Techniques de prise de notes"", ""exigence"": ""S""}, {""code"": ""118990"", ""libelle"": ""Elaborer des tableaux de bord"", ""exigence"": ""S""}, {""code"": ""120206"", ""libelle"": ""Réaliser une recherche documentaire"", ""exigence"": ""S""}, {""code"": ""125507"", ""libelle"": ""Réaliser une visite de chantier"", ""exigence"": ""E""}, {""code"": ""125508"", ""libelle"": ""Contrôler l'état d'avancement des travaux"", ""exigence"": ""S""}, {""code"": ""300028"", ""libelle"": ""Sensibiliser un public"", ""exigence"": ""S""}, {""code"": ""300361"", ""libelle"": ""Accueillir, orienter, renseigner un public"", ""exigence"": ""S""}, {""code"": ""300408"", ""libelle"": ""Rédiger un rapport, un compte rendu d'activité"", ""exigence"": ""E""}, {""code"": ""300426"", ""libelle"": ""Utiliser les outils numériques"", ""exigence"": ""E""}, {""code"": ""300431"", ""libelle"": ""Mettre à jour un dossier, une base de données"", ""exigence"": ""S""}]"
1693,Chef(fe) de projet -secteur de la rénovation énergétique en copro (H/F),2025-09-17 14:18:21.605000+00:00,CDI,1,  STRASBOURG,48.592028,7.696481,67000.0,67482.0,STRAT ECO,"[{""code"": ""100038"", ""libelle"": ""Chiffrage et calcul de coût"", ""exigence"": ""E""}, {""code"": ""490879"", ""libelle"": ""Diplôme d'Etat d'architecte"", ""exigence"": ""E""}, {""code"": ""404573"", ""libelle"": ""Techniques de communication et de négociation"", ""exigence"": ""S""}, {""code"": ""506410"", ""libelle"": ""Analyser les contraintes du site et adapter le projet en conséquence"", ""exigence"": ""S""}, {""code"": ""300307"", ""libelle"": ""Assurer la gestion administrative et financière d'une activité"", ""exigence"": ""S""}, {""code"": ""403400"", ""libelle"": ""Assurer les réponses techniques aux appels d'offres"", ""exigence"": ""S""}, {""code"": ""513593"", ""libelle"": ""Assurer le suivi du projet et les relations avec les entreprises"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""300377"", ""libelle"": ""Elaborer, adapter une proposition commerciale"", ""exigence"": ""S""}, {""code"": ""300323"", ""libelle"": ""Elaborer, suivre et piloter un budget"", ""exigence"": ""E""}, {""code"": ""125980"", ""libelle"": ""Intégrer les données techniques pour la réalisation du projet"", ""exigence"": ""E""}, {""code"": ""485221"", ""libelle"": ""Interpréter les informations techniques et les plans de construction"", ""exigence"": ""S""}, {""code"": ""300418"", ""libelle"": ""Promouvoir une proposition, un projet"", ""exigence"": ""S""}, {""code"": ""300364"", ""libelle"": ""Répondre aux attentes d'un client"", ""exigence"": ""S""}, {""code"": ""506406"", ""libelle"": ""Veiller au respect de la règlementation en matière de construction et d'urbanisme"", ""exigence"": ""S""}]"
1694,ANA- CHEF(FE) DE PROJET TCE - H/F (H/F),2025-09-16 17:01:59.741000+00:00,CDI,1,  PESSAC,44.798392,-0.667583,33600.0,33318.0,GROUPE ALIENOR,"[{""code"": ""101640"", ""libelle"": ""Droit de l'urbanisme et de la construction"", ""exigence"": ""E""}, {""code"": ""103045"", ""libelle"": ""Normes de la construction"", ""exigence"": ""E""}, {""code"": ""101665"", ""libelle"": ""Techniques de construction"", ""exigence"": ""E""}, {""code"": ""403549"", ""libelle"": ""Assurer les relations et le suivi du projet avec les sous-traitants"", ""exigence"": ""S""}, {""code"": ""513593"", ""libelle"": ""Assurer le suivi du projet et les relations avec les entreprises"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""513594"", ""libelle"": ""Contrôler la qualité de la réalisation et la conformité au projet d'un bâtiment, d'une infrastructure"", ""exigence"": ""S""}, {""code"": ""125980"", ""libelle"": ""Intégrer les données techniques pour la réalisation du projet"", ""exigence"": ""S""}, {""code"": ""485221"", ""libelle"": ""Interpréter les informations techniques et les plans de construction"", ""exigence"": ""E""}, {""code"": ""300364"", ""libelle"": ""Répondre aux attentes d'un client"", ""exigence"": ""E""}, {""code"": ""506406"", ""libelle"": ""Veiller au respect de la règlementation en matière de construction et d'urbanisme"", ""exigence"": ""E""}]"
1695,Technicien BE Expérimenté / chef de projet H/F (H/F),2025-09-12 11:22:46.306000+00:00,CDI,1,  COTMIEUX,48.491392,-2.601113,22400.0,22044.0,TANDEM RH,"[{""code"": ""101397"", ""libelle"": ""Modélisation et simulation"", ""exigence"": ""S""}, {""code"": ""100286"", ""libelle"": ""Techniques de soudure"", ""exigence"": ""S""}, {""code"": ""104405"", ""libelle"": ""Calculer et définir les puissances, grandeurs, contraintes physiques de composants, sous-ensembles, ensembles"", ""exigence"": ""S""}, {""code"": ""122790"", ""libelle"": ""Elaborer une nomenclature"", ""exigence"": ""S""}, {""code"": ""104407"", ""libelle"": ""Réaliser et faire évoluer les schémas, les plans de détails, de sous-ensembles ou d'ensembles"", ""exigence"": ""S""}]"
1696,Ref  NA CP1  CHEF de PROJET avec 1ère EXPERIENCE (H/F),2025-09-06 09:49:36.063000+00:00,CDI,2,  MARSEILLE ,43.34553,5.379898,13014.0,13214.0,CIMEM,"[{""code"": ""121657"", ""libelle"": ""Négocier des solutions techniques ou financières avec un client"", ""exigence"": ""E""}, {""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""E""}, {""libelle"": ""Relation Cilent"", ""exigence"": ""S""}, {""libelle"": ""Connaissance en traitement eau"", ""exigence"": ""E""}, {""libelle"": ""Nationalité Française"", ""exigence"": ""E""}, {""libelle"": ""Références en MECA-ELEC-AUTOMATISME"", ""exigence"": ""E""}, {""libelle"": ""Pratique de la CAO"", ""exigence"": ""S""}, {""libelle"": ""Gestion de PROJETS TECHNIQUES"", ""exigence"": ""E""}]"
1697,Chef de projet (H/F),2025-09-05 14:33:04.689000+00:00,CDI,1,  THEGRA,44.820478,1.75675,46500.0,46317.0,ITOPP,"[{""code"": ""477116"", ""libelle"": ""Gestion de projets industriels"", ""exigence"": ""S""}, {""code"": ""477445"", ""libelle"": ""Planification de projet"", ""exigence"": ""S""}, {""code"": ""480504"", ""libelle"": ""Supervision d'équipe technique"", ""exigence"": ""S""}, {""code"": ""300440"", ""libelle"": ""Animer, coordonner une équipe"", ""exigence"": ""S""}, {""code"": ""300258"", ""libelle"": ""Contrôler la qualité et la conformité des process"", ""exigence"": ""S""}, {""code"": ""482958"", ""libelle"": ""Coordonner les équipes de projet"", ""exigence"": ""S""}, {""code"": ""490621"", ""libelle"": ""Expliquer et argumenter une intervention ou une solution technique au client"", ""exigence"": ""S""}, {""code"": ""300315"", ""libelle"": ""Identifier et sélectionner des fournisseurs, sous-traitants, prestataires"", ""exigence"": ""S""}, {""code"": ""484634"", ""libelle"": ""Optimiser les processus de gestion de projet"", ""exigence"": ""S""}, {""code"": ""402222"", ""libelle"": ""Organiser le déroulement du projet et structurer les différentes phases"", ""exigence"": ""S""}, {""code"": ""507521"", ""libelle"": ""Planifier les étapes du projet"", ""exigence"": ""S""}, {""code"": ""400476"", ""libelle"": ""Renseigner et tenir à jour des outils de suivi de l'activité (tableaux de bord de production, relevés d'incidents, qualité...)"", ""exigence"": ""S""}, {""code"": ""121931"", ""libelle"": ""Vérifier la conformité d'une réalisation avec un cahier des charges"", ""exigence"": ""S""}]"
1698,Économiste de la construction - chef de projet CONFIRME  (H/F),2025-09-05 10:24:10.036000+00:00,CDI,1,  VIENNE,45.508002,4.85732,38200.0,38544.0,,"[{""code"": ""125142"", ""libelle"": ""Building Information Modeling (BIM)"", ""exigence"": ""S""}, {""code"": ""100038"", ""libelle"": ""Chiffrage et calcul de coût"", ""exigence"": ""E""}, {""code"": ""116809"", ""libelle"": ""Connaissance des bases des DTU (Document Technique Unifié)"", ""exigence"": ""E""}, {""code"": ""101642"", ""libelle"": ""Economie de la construction"", ""exigence"": ""E""}, {""code"": ""118828"", ""libelle"": ""Technologie du bâtiment"", ""exigence"": ""E""}, {""code"": ""300124"", ""libelle"": ""Comprendre, interpréter des données et documents techniques"", ""exigence"": ""E""}, {""libelle"": ""Management d'équipe"", ""exigence"": ""S""}]"
1699,Chef de projet H/F (H/F),2025-09-02 16:19:23.212000+00:00,CDI,1,  AUNEAU BLEURY ST SYMPHORIEN,48.463209,1.775432,28700.0,28015.0,VICAT PRODUITS INDUSTRIELS,"[{""code"": ""104415"", ""libelle"": ""Automatisme"", ""exigence"": ""S""}, {""code"": ""477116"", ""libelle"": ""Gestion de projets industriels"", ""exigence"": ""S""}, {""code"": ""480504"", ""libelle"": ""Supervision d'équipe technique"", ""exigence"": ""S""}, {""code"": ""486633"", ""libelle"": ""Assurer la conformité aux normes industrielles"", ""exigence"": ""S""}, {""code"": ""504887"", ""libelle"": ""Concevoir des systèmes mécaniques innovants"", ""exigence"": ""S""}, {""code"": ""300258"", ""libelle"": ""Contrôler la qualité et la conformité des process"", ""exigence"": ""S""}, {""code"": ""300472"", ""libelle"": ""Coordonner l'intervention d'équipes pluridisciplinaires"", ""exigence"": ""S""}, {""code"": ""490621"", ""libelle"": ""Expliquer et argumenter une intervention ou une solution technique au client"", ""exigence"": ""S""}, {""code"": ""300315"", ""libelle"": ""Identifier et sélectionner des fournisseurs, sous-traitants, prestataires"", ""exigence"": ""S""}, {""code"": ""300350"", ""libelle"": ""Négocier un contrat"", ""exigence"": ""S""}, {""code"": ""504889"", ""libelle"": ""Superviser une équipe de techniciens en mécanique"", ""exigence"": ""S""}, {""code"": ""300428"", ""libelle"": ""Utiliser des logiciels spécifiques"", ""exigence"": ""S""}, {""code"": ""121931"", ""libelle"": ""Vérifier la conformité d'une réalisation avec un cahier des charges"", ""exigence"": ""S""}]"
1700,Chef / Cheffe de projet / Chargé / Chargée d'études en marketing (H/F),2025-08-28 15:48:54.252000+00:00,CDI,1,  CACHAN,48.794561,2.334103,94230.0,94016.0,B3TSI,"[{""code"": ""476792"", ""libelle"": ""Analyse de marché"", ""exigence"": ""E""}, {""code"": ""492154"", ""libelle"": ""Analyse statistique"", ""exigence"": ""E""}, {""code"": ""115836"", ""libelle"": ""Conception et analyse d'enquête"", ""exigence"": ""E""}, {""code"": ""109487"", ""libelle"": ""Techniques de sondage d'opinions"", ""exigence"": ""E""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""E""}, {""code"": ""486359"", ""libelle"": ""Améliorer continuellement les méthodes d'analyse"", ""exigence"": ""E""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""E""}, {""code"": ""121983"", ""libelle"": ""Assister une structure dans l'interprétation et l'analyse d'une étude"", ""exigence"": ""E""}, {""code"": ""489420"", ""libelle"": ""Assurer une veille sur les nouveautés et les innovations, y compris celles de la concurrence"", ""exigence"": ""E""}, {""code"": ""300579"", ""libelle"": ""Communiquer auprès de ses interlocuteurs internes et externes"", ""exigence"": ""E""}, {""code"": ""506329"", ""libelle"": ""Concevoir des enquêtes pour évaluer la satisfaction client"", ""exigence"": ""E""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""E""}, {""code"": ""117323"", ""libelle"": ""Coordonner le déroulement d'une étude"", ""exigence"": ""E""}, {""code"": ""506330"", ""libelle"": ""Interpréter les résultats d'enquêtes et proposer des améliorations de produit ou service"", ""exigence"": ""E""}, {""code"": ""506333"", ""libelle"": ""Mener des travaux collaboratifs avec la direction et les autres services (marketing, recherche et développement, etc.) de l'entreprise pour améliorer les produits ou services"", ""exigence"": ""E""}, {""code"": ""121028"", ""libelle"": ""Planifier et suivre les échéances de projet"", ""exigence"": ""E""}, {""code"": ""500824"", ""libelle"": ""Proposer des améliorations basées sur les analyses de données"", ""exigence"": ""E""}, {""code"": ""486151"", ""libelle"": ""Respecter les normes éthiques et de confidentialité"", ""exigence"": ""E""}, {""code"": ""404316"", ""libelle"": ""Utiliser l'anglais en contexte professionnel"", ""exigence"": ""E""}]"
1702,Chef/Cheffe de projets en ingénierie des procédés (H/F),2025-09-30 10:22:21.985000+00:00,CDI,1,  AVON,48.40486,2.720508,77210.0,77014.0,IPSB,"[{""code"": ""121863"", ""libelle"": ""Analyse de risque"", ""exigence"": ""S""}, {""code"": ""102216"", ""libelle"": ""Gestion budgétaire"", ""exigence"": ""S""}, {""code"": ""114564"", ""libelle"": ""Procédés de fabrication ou d'industrialisation"", ""exigence"": ""S""}, {""code"": ""121706"", ""libelle"": ""Techniques commerciales"", ""exigence"": ""S""}, {""code"": ""119672"", ""libelle"": ""Utilisation de logiciels de conception ou dessin assisté par ordinateur (CAO/DAO)"", ""exigence"": ""S""}, {""code"": ""300440"", ""libelle"": ""Animer, coordonner une équipe"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""E""}, {""code"": ""300146"", ""libelle"": ""Elaborer des processus et des modes opératoires techniques"", ""exigence"": ""S""}, {""code"": ""118500"", ""libelle"": ""Elaborer des propositions techniques"", ""exigence"": ""S""}, {""code"": ""300315"", ""libelle"": ""Identifier et sélectionner des fournisseurs, sous-traitants, prestataires"", ""exigence"": ""S""}, {""code"": ""119161"", ""libelle"": ""Identifier les contraintes d'un projet"", ""exigence"": ""S""}, {""code"": ""402182"", ""libelle"": ""Intégrer l'éco-responsabilité dans toutes les dimensions de son activité"", ""exigence"": ""S""}, {""code"": ""300207"", ""libelle"": ""Maîtriser les caractéristiques d'un produit ou d'un matériau"", ""exigence"": ""S""}, {""code"": ""300129"", ""libelle"": ""Mettre en oeuvre les processus et les modes opératoires techniques"", ""exigence"": ""S""}, {""code"": ""300188"", ""libelle"": ""Rédiger un cahier des charges, des spécifications techniques"", ""exigence"": ""S""}]"
